Mean Overscan Level (ADU),Detector,Amp,Run,READTIME setting,exp_id
26634.89270914271,R30_S11,C03,13057,2.09,3021111800033
26377.692797942796,R30_S11,C02,13057,2.09,3021111800033
26606.118492618494,R30_S11,C01,13057,2.09,3021111800033
26515.04443704444,R30_S11,C00,13057,2.09,3021111800033
26415.758038258038,R30_S11,C10,13057,2.09,3021111800034
26563.12356162356,R30_S11,C11,13057,2.09,3021111800034
26389.517547267547,R30_S11,C12,13057,2.09,3021111800034
26206.974414474415,R30_S11,C13,13057,2.09,3021111800034
26499.004107004108,R30_S11,C14,13057,2.09,3021111800034
26421.68585118585,R30_S11,C15,13057,2.09,3021111800034
26424.815203315204,R30_S11,C16,13057,2.09,3021111800034
26746.395493395492,R30_S11,C17,13057,2.09,3021111800034
26312.110343360342,R30_S11,C07,13057,2.09,3021111800034
26354.04239279239,R30_S11,C06,13057,2.09,3021111800034
26232.707588707588,R30_S11,C05,13057,2.09,3021111800034
26351.753607503608,R30_S11,C04,13057,2.09,3021111800034
26634.505170755172,R30_S11,C03,13057,2.09,3021111800034
26377.30476930477,R30_S11,C02,13057,2.09,3021111800034
26605.95251970252,R30_S11,C01,13057,2.09,3021111800034
26515.06082806083,R30_S11,C00,13057,2.09,3021111800034
26415.649683649684,R30_S11,C10,13057,2.09,3021111800035
26562.73321123321,R30_S11,C11,13057,2.09,3021111800035
26389.834683834684,R30_S11,C12,13057,2.09,3021111800035
26206.8938006438,R30_S11,C13,13057,2.09,3021111800035
26498.96435046435,R30_S11,C14,13057,2.09,3021111800035
26421.375883375884,R30_S11,C15,13057,2.09,3021111800035
26424.82338032338,R30_S11,C16,13057,2.09,3021111800035
26746.076284826286,R30_S11,C17,13057,2.09,3021111800035
26311.679246679247,R30_S11,C07,13057,2.09,3021111800035
26353.844183594185,R30_S11,C06,13057,2.09,3021111800035
26232.64173789174,R30_S11,C05,13057,2.09,3021111800035
26351.707301957304,R30_S11,C04,13057,2.09,3021111800035
26634.368723868723,R30_S11,C03,13057,2.09,3021111800035
26377.40751840752,R30_S11,C02,13057,2.09,3021111800035
26605.6938986939,R30_S11,C01,13057,2.09,3021111800035
26515.001461501462,R30_S11,C00,13057,2.09,3021111800035
26415.24534724535,R30_S11,C10,13057,2.09,3021111800036
26563.06857956858,R30_S11,C11,13057,2.09,3021111800036
26389.752275502276,R30_S11,C12,13057,2.09,3021111800036
26206.919136419136,R30_S11,C13,13057,2.09,3021111800036
26498.993663743662,R30_S11,C14,13057,2.09,3021111800036
26421.43848743849,R30_S11,C15,13057,2.09,3021111800036
26425.018167018166,R30_S11,C16,13057,2.09,3021111800036
26745.752691752692,R30_S11,C17,13057,2.09,3021111800036
26311.611730861732,R30_S11,C07,13057,2.09,3021111800036
26353.72101047101,R30_S11,C06,13057,2.09,3021111800036
26232.342426092426,R30_S11,C05,13057,2.09,3021111800036
26351.556563806564,R30_S11,C04,13057,2.09,3021111800036
26634.53008103008,R30_S11,C03,13057,2.09,3021111800036
26377.390720390722,R30_S11,C02,13057,2.09,3021111800036
26605.88172013172,R30_S11,C01,13057,2.09,3021111800036
26514.631174381175,R30_S11,C00,13057,2.09,3021111800036
26415.820031820032,R30_S11,C10,13057,2.09,3021111800037
26562.9461001961,R30_S11,C11,13057,2.09,3021111800037
26389.960724460725,R30_S11,C12,13057,2.09,3021111800037
26207.265493765495,R30_S11,C13,13057,2.09,3021111800037
26498.996346246346,R30_S11,C14,13057,2.09,3021111800037
26420.789488289487,R30_S11,C15,13057,2.09,3021111800037
26425.34658859659,R30_S11,C16,13057,2.09,3021111800037
26746.309190809192,R30_S11,C17,13057,2.09,3021111800037
26311.76346801347,R30_S11,C07,13057,2.09,3021111800037
26353.710826210827,R30_S11,C06,13057,2.09,3021111800037
26232.763283013282,R30_S11,C05,13057,2.09,3021111800037
26351.117114367113,R30_S11,C04,13057,2.09,3021111800037
26634.174344174346,R30_S11,C03,13057,2.09,3021111800037
26377.71914196914,R30_S11,C02,13057,2.09,3021111800037
26605.496355496354,R30_S11,C01,13057,2.09,3021111800037
26514.839207089208,R30_S11,C00,13057,2.09,3021111800037
26415.738927738927,R30_S11,C10,13057,2.09,3021111800038
26562.686665186666,R30_S11,C11,13057,2.09,3021111800038
26389.930615680616,R30_S11,C12,13057,2.09,3021111800038
26206.527787027786,R30_S11,C13,13057,2.09,3021111800038
26498.75148925149,R30_S11,C14,13057,2.09,3021111800038
26421.51899026899,R30_S11,C15,13057,2.09,3021111800038
26425.035779035778,R30_S11,C16,13057,2.09,3021111800038
26745.831797831797,R30_S11,C17,13057,2.09,3021111800038
26311.659303659304,R30_S11,C07,13057,2.09,3021111800038
26353.758732008733,R30_S11,C06,13057,2.09,3021111800038
26232.365079365078,R30_S11,C05,13057,2.09,3021111800038
26351.456561956562,R30_S11,C04,13057,2.09,3021111800038
26634.299663299662,R30_S11,C03,13057,2.09,3021111800038
26377.522764272766,R30_S11,C02,13057,2.09,3021111800038
26605.612091612093,R30_S11,C01,13057,2.09,3021111800038
26515.133301883303,R30_S11,C00,13057,2.09,3021111800038
26415.782893032894,R30_S11,C10,13057,2.09,3021111800039
26562.618594368596,R30_S11,C11,13057,2.09,3021111800039
26389.97413697414,R30_S11,C12,13057,2.09,3021111800039
26206.915584415583,R30_S11,C13,13057,2.09,3021111800039
26499.08608983609,R30_S11,C14,13057,2.09,3021111800039
26421.596653346653,R30_S11,C15,13057,2.09,3021111800039
26424.695896695895,R30_S11,C16,13057,2.09,3021111800039
26746.077274577274,R30_S11,C17,13057,2.09,3021111800039
26311.902736152737,R30_S11,C07,13057,2.09,3021111800039
26353.612591112593,R30_S11,C06,13057,2.09,3021111800039
26232.59067784068,R30_S11,C05,13057,2.09,3021111800039
26351.46783771784,R30_S11,C04,13057,2.09,3021111800039
26634.291625041624,R30_S11,C03,13057,2.09,3021111800039
26377.18426018426,R30_S11,C02,13057,2.09,3021111800039
26605.387954637954,R30_S11,C01,13057,2.09,3021111800039
26514.814824064822,R30_S11,C00,13057,2.09,3021111800039
26415.67045917046,R30_S11,C10,13057,2.09,3021111800040
26562.49244274244,R30_S11,C11,13057,2.09,3021111800040
26389.640276390277,R30_S11,C12,13057,2.09,3021111800040
26206.96038221038,R30_S11,C13,13057,2.09,3021111800040
26499.1972009472,R30_S11,C14,13057,2.09,3021111800040
26421.45177045177,R30_S11,C15,13057,2.09,3021111800040
26425.030090280092,R30_S11,C16,13057,2.09,3021111800040
26745.903457653458,R30_S11,C17,13057,2.09,3021111800040
26312.183177933177,R30_S11,C07,13057,2.09,3021111800040
26353.458245458245,R30_S11,C06,13057,2.09,3021111800040
26232.890072890073,R30_S11,C05,13057,2.09,3021111800040
26350.95963295963,R30_S11,C04,13057,2.09,3021111800040
26634.1785991786,R30_S11,C03,13057,2.09,3021111800040
26377.317774817773,R30_S11,C02,13057,2.09,3021111800040
26605.620805120805,R30_S11,C01,13057,2.09,3021111800040
26514.72112147112,R30_S11,C00,13057,2.09,3021111800040
26415.084424834426,R30_S11,C10,13057,2.09,3021111800041
26562.22382247382,R30_S11,C11,13057,2.09,3021111800041
26389.408184408185,R30_S11,C12,13057,2.09,3021111800041
26206.724442224444,R30_S11,C13,13057,2.09,3021111800041
26499.32190957191,R30_S11,C14,13057,2.09,3021111800041
26421.201446701445,R30_S11,C15,13057,2.09,3021111800041
26424.74087949088,R30_S11,C16,13057,2.09,3021111800041
26745.466662966664,R30_S11,C17,13057,2.09,3021111800041
26311.758824508823,R30_S11,C07,13057,2.09,3021111800041
26354.00194250194,R30_S11,C06,13057,2.09,3021111800041
26232.30476930477,R30_S11,C05,13057,2.09,3021111800041
26351.306314056314,R30_S11,C04,13057,2.09,3021111800041
26634.258066008068,R30_S11,C03,13057,2.09,3021111800041
26377.536778036778,R30_S11,C02,13057,2.09,3021111800041
26605.56375106375,R30_S11,C01,13057,2.09,3021111800041
26514.913244163243,R30_S11,C00,13057,2.09,3021111800041
26415.317034817035,R30_S11,C10,13057,2.09,3021111800042
26562.721028971027,R30_S11,C11,13057,2.09,3021111800042
26389.401237651236,R30_S11,C12,13057,2.09,3021111800042
26206.372673622674,R30_S11,C13,13057,2.09,3021111800042
26499.528656528655,R30_S11,C14,13057,2.09,3021111800042
26421.08547933548,R30_S11,C15,13057,2.09,3021111800042
26425.157573907574,R30_S11,C16,13057,2.09,3021111800042
26746.0374995375,R30_S11,C17,13057,2.09,3021111800042
26311.67948717949,R30_S11,C07,13057,2.09,3021111800042
26353.48038073038,R30_S11,C06,13057,2.09,3021111800042
26232.84583009583,R30_S11,C05,13057,2.09,3021111800042
26351.271025271024,R30_S11,C04,13057,2.09,3021111800042
26633.91747141747,R30_S11,C03,13057,2.09,3021111800042
26377.17293817294,R30_S11,C02,13057,2.09,3021111800042
26605.76923076923,R30_S11,C01,13057,2.09,3021111800042
26514.707338957338,R30_S11,C00,13057,2.09,3021111800042
26415.624190624192,R30_S11,C10,13057,2.09,3021111800043
26562.75455100455,R30_S11,C11,13057,2.09,3021111800043
26389.873866873866,R30_S11,C12,13057,2.09,3021111800043
26207.014707514707,R30_S11,C13,13057,2.09,3021111800043
26499.40341140341,R30_S11,C14,13057,2.09,3021111800043
26421.16107966108,R30_S11,C15,13057,2.09,3021111800043
26425.00828800829,R30_S11,C16,13057,2.09,3021111800043
26746.268546268548,R30_S11,C17,13057,2.09,3021111800043
26311.526806526806,R30_S11,C07,13057,2.09,3021111800043
26353.79120879121,R30_S11,C06,13057,2.09,3021111800043
26233.276825026824,R30_S11,C05,13057,2.09,3021111800043
26351.016215266216,R30_S11,C04,13057,2.09,3021111800043
26633.922965922968,R30_S11,C03,13057,2.09,3021111800043
26377.474442224444,R30_S11,C02,13057,2.09,3021111800043
26605.60298960299,R30_S11,C01,13057,2.09,3021111800043
26514.787721537723,R30_S11,C00,13057,2.09,3021111800043
26416.14761164761,R30_S11,C10,13057,2.09,3021111800044
26562.304066304067,R30_S11,C11,13057,2.09,3021111800044
26389.75616975617,R30_S11,C12,13057,2.09,3021111800044
26206.784835534836,R30_S11,C13,13057,2.09,3021111800044
26499.350325600324,R30_S11,C14,13057,2.09,3021111800044
26420.92759092759,R30_S11,C15,13057,2.09,3021111800044
26425.09767084767,R30_S11,C16,13057,2.09,3021111800044
26745.952214452216,R30_S11,C17,13057,2.09,3021111800044
26311.59298109298,R30_S11,C07,13057,2.09,3021111800044
26354.30622155622,R30_S11,C06,13057,2.09,3021111800044
26232.64491064491,R30_S11,C05,13057,2.09,3021111800044
26351.369463869465,R30_S11,C04,13057,2.09,3021111800044
26634.13950863951,R30_S11,C03,13057,2.09,3021111800044
26377.59396159396,R30_S11,C02,13057,2.09,3021111800044
26605.573186073187,R30_S11,C01,13057,2.09,3021111800044
26515.088716838716,R30_S11,C00,13057,2.09,3021111800044
26415.383005883006,R30_S11,C10,13057,2.09,3021111800045
26562.513643763643,R30_S11,C11,13057,2.09,3021111800045
26389.393634143635,R30_S11,C12,13057,2.09,3021111800045
26206.988363488363,R30_S11,C13,13057,2.09,3021111800045
26499.29454804455,R30_S11,C14,13057,2.09,3021111800045
26420.818542568544,R30_S11,C15,13057,2.09,3021111800045
26424.960585710585,R30_S11,C16,13057,2.09,3021111800045
26746.187173937175,R30_S11,C17,13057,2.09,3021111800045
26311.635984385983,R30_S11,C07,13057,2.09,3021111800045
26354.126595626596,R30_S11,C06,13057,2.09,3021111800045
26232.146483146484,R30_S11,C05,13057,2.09,3021111800045
26351.47586672587,R30_S11,C04,13057,2.09,3021111800045
26634.123395123395,R30_S11,C03,13057,2.09,3021111800045
26377.37099012099,R30_S11,C02,13057,2.09,3021111800045
26605.360250860253,R30_S11,C01,13057,2.09,3021111800045
26514.650516150516,R30_S11,C00,13057,2.09,3021111800045
26415.64285714286,R30_S11,C10,13057,2.09,3021111800046
26562.484866984865,R30_S11,C11,13057,2.09,3021111800046
26389.668174418173,R30_S11,C12,13057,2.09,3021111800046
26207.240194990194,R30_S11,C13,13057,2.09,3021111800046
26499.387353387352,R30_S11,C14,13057,2.09,3021111800046
26421.55312280312,R30_S11,C15,13057,2.09,3021111800046
26425.372211122212,R30_S11,C16,13057,2.09,3021111800046
26746.42932067932,R30_S11,C17,13057,2.09,3021111800046
26311.59435009435,R30_S11,C07,13057,2.09,3021111800046
26353.78564953565,R30_S11,C06,13057,2.09,3021111800046
26232.577644577643,R30_S11,C05,13057,2.09,3021111800046
26351.428636178636,R30_S11,C04,13057,2.09,3021111800046
26634.290746290746,R30_S11,C03,13057,2.09,3021111800046
26377.319236319236,R30_S11,C02,13057,2.09,3021111800046
26605.71842046842,R30_S11,C01,13057,2.09,3021111800046
26515.04969104969,R30_S11,C00,13057,2.09,3021111800046
26415.86222111222,R30_S11,C10,13057,2.09,3021111800047
26562.581344581344,R30_S11,C11,13057,2.09,3021111800047
26389.94721019721,R30_S11,C12,13057,2.09,3021111800047
26206.732952232953,R30_S11,C13,13057,2.09,3021111800047
26499.351666851668,R30_S11,C14,13057,2.09,3021111800047
26421.331964331963,R30_S11,C15,13057,2.09,3021111800047
26425.50752950753,R30_S11,C16,13057,2.09,3021111800047
26745.248871498872,R30_S11,C17,13057,2.09,3021111800047
26311.40776815777,R30_S11,C07,13057,2.09,3021111800047
26353.58608058608,R30_S11,C06,13057,2.09,3021111800047
26232.199513449512,R30_S11,C05,13057,2.09,3021111800047
26351.368252118253,R30_S11,C04,13057,2.09,3021111800047
26634.187886187887,R30_S11,C03,13057,2.09,3021111800047
26376.84309209309,R30_S11,C02,13057,2.09,3021111800047
26605.771774521774,R30_S11,C01,13057,2.09,3021111800047
26514.935194435195,R30_S11,C00,13057,2.09,3021111800047
26415.56672031672,R30_S11,C10,13057,2.09,3021111800048
26562.911153661153,R30_S11,C11,13057,2.09,3021111800048
26389.82720982721,R30_S11,C12,13057,2.09,3021111800048
26207.315573315573,R30_S11,C13,13057,2.09,3021111800048
26499.222416472418,R30_S11,C14,13057,2.09,3021111800048
26421.062715062715,R30_S11,C15,13057,2.09,3021111800048
26424.872155622157,R30_S11,C16,13057,2.09,3021111800048
26745.830817330818,R30_S11,C17,13057,2.09,3021111800048
26311.635864135864,R30_S11,C07,13057,2.09,3021111800048
26353.66847041847,R30_S11,C06,13057,2.09,3021111800048
26232.271728271728,R30_S11,C05,13057,2.09,3021111800048
26351.261442261442,R30_S11,C04,13057,2.09,3021111800048
26634.138518888518,R30_S11,C03,13057,2.09,3021111800048
26377.62194287194,R30_S11,C02,13057,2.09,3021111800048
26605.91698116698,R30_S11,C01,13057,2.09,3021111800048
26514.819504569503,R30_S11,C00,13057,2.09,3021111800048
26415.794779294778,R30_S11,C10,13057,2.09,3021111800049
26562.851824101825,R30_S11,C11,13057,2.09,3021111800049
26389.816516816518,R30_S11,C12,13057,2.09,3021111800049
26207.218688718687,R30_S11,C13,13057,2.09,3021111800049
26499.068154068154,R30_S11,C14,13057,2.09,3021111800049
26421.254144004142,R30_S11,C15,13057,2.09,3021111800049
26424.715765715766,R30_S11,C16,13057,2.09,3021111800049
26745.762247012248,R30_S11,C17,13057,2.09,3021111800049
26311.416315166316,R30_S11,C07,13057,2.09,3021111800049
26353.557035557034,R30_S11,C06,13057,2.09,3021111800049
26232.628935878936,R30_S11,C05,13057,2.09,3021111800049
26351.289127539127,R30_S11,C04,13057,2.09,3021111800049
26634.151052651054,R30_S11,C03,13057,2.09,3021111800049
26377.16442816443,R30_S11,C02,13057,2.09,3021111800049
26605.67032042032,R30_S11,C01,13057,2.09,3021111800049
26515.330243830245,R30_S11,C00,13057,2.09,3021111800049
26415.4869019869,R30_S11,C10,13057,2.09,3021111800050
26562.768065268065,R30_S11,C11,13057,2.09,3021111800050
26390.206506456507,R30_S11,C12,13057,2.09,3021111800050
26207.39738039738,R30_S11,C13,13057,2.09,3021111800050
26499.629907129907,R30_S11,C14,13057,2.09,3021111800050
26421.989565989566,R30_S11,C15,13057,2.09,3021111800050
26424.866328116328,R30_S11,C16,13057,2.09,3021111800050
26745.792587042586,R30_S11,C17,13057,2.09,3021111800050
26311.869944869944,R30_S11,C07,13057,2.09,3021111800050
26353.50394050394,R30_S11,C06,13057,2.09,3021111800050
26232.752664002663,R30_S11,C05,13057,2.09,3021111800050
26351.23260998261,R30_S11,C04,13057,2.09,3021111800050
26634.139314389315,R30_S11,C03,13057,2.09,3021111800050
26377.28871128871,R30_S11,C02,13057,2.09,3021111800050
26605.860186110185,R30_S11,C01,13057,2.09,3021111800050
26514.992072742072,R30_S11,C00,13057,2.09,3021111800050
26415.359205609206,R30_S11,C10,13057,2.09,3021111800051
26562.304205054206,R30_S11,C11,13057,2.09,3021111800051
26389.7218984719,R30_S11,C12,13057,2.09,3021111800051
26207.21694971695,R30_S11,C13,13057,2.09,3021111800051
26498.88529063529,R30_S11,C14,13057,2.09,3021111800051
26421.45684870685,R30_S11,C15,13057,2.09,3021111800051
26425.135262885262,R30_S11,C16,13057,2.09,3021111800051
26745.92794242794,R30_S11,C17,13057,2.09,3021111800051
26312.28486328486,R30_S11,C07,13057,2.09,3021111800051
26353.31401006401,R30_S11,C06,13057,2.09,3021111800051
26232.551106301107,R30_S11,C05,13057,2.09,3021111800051
26351.242516742517,R30_S11,C04,13057,2.09,3021111800051
26633.596385096385,R30_S11,C03,13057,2.09,3021111800051
26377.310726310727,R30_S11,C02,13057,2.09,3021111800051
26605.72259222259,R30_S11,C01,13057,2.09,3021111800051
26514.681253931252,R30_S11,C00,13057,2.09,3021111800051
26415.61826136826,R30_S11,C10,13057,2.09,3021111800052
26562.454082954082,R30_S11,C11,13057,2.09,3021111800052
26389.469021719022,R30_S11,C12,13057,2.09,3021111800052
26207.382275132277,R30_S11,C13,13057,2.09,3021111800052
26499.272375772376,R30_S11,C14,13057,2.09,3021111800052
26421.77145077145,R30_S11,C15,13057,2.09,3021111800052
26425.066794316794,R30_S11,C16,13057,2.09,3021111800052
26745.816267066268,R30_S11,C17,13057,2.09,3021111800052
26311.974793724792,R30_S11,C07,13057,2.09,3021111800052
26353.86642986643,R30_S11,C06,13057,2.09,3021111800052
26232.97718022718,R30_S11,C05,13057,2.09,3021111800052
26351.13517963518,R30_S11,C04,13057,2.09,3021111800052
26634.31598956599,R30_S11,C03,13057,2.09,3021111800052
26377.68388093388,R30_S11,C02,13057,2.09,3021111800052
26605.617475117477,R30_S11,C01,13057,2.09,3021111800052
26514.408452658452,R30_S11,C00,13057,2.09,3021111800052
26415.488724238723,R30_S11,C10,13057,2.09,3021111800053
26563.160903910903,R30_S11,C11,13057,2.09,3021111800053
26389.914825914824,R30_S11,C12,13057,2.09,3021111800053
26206.906917156917,R30_S11,C13,13057,2.09,3021111800053
26499.44428719429,R30_S11,C14,13057,2.09,3021111800053
26421.445702445704,R30_S11,C15,13057,2.09,3021111800053
26425.060846560846,R30_S11,C16,13057,2.09,3021111800053
26745.811975061973,R30_S11,C17,13057,2.09,3021111800053
26311.85298960299,R30_S11,C07,13057,2.09,3021111800053
26354.19437969438,R30_S11,C06,13057,2.09,3021111800053
26232.74161024161,R30_S11,C05,13057,2.09,3021111800053
26351.039405039406,R30_S11,C04,13057,2.09,3021111800053
26634.211001961,R30_S11,C03,13057,2.09,3021111800053
26377.286833536833,R30_S11,C02,13057,2.09,3021111800053
26605.903143153144,R30_S11,C01,13057,2.09,3021111800053
26514.432308432308,R30_S11,C00,13057,2.09,3021111800053
26415.490574240575,R30_S11,C10,13057,2.09,3021111800054
26562.01813001813,R30_S11,C11,13057,2.09,3021111800054
26389.788591038592,R30_S11,C12,13057,2.09,3021111800054
26207.067275317277,R30_S11,C13,13057,2.09,3021111800054
26499.759324009323,R30_S11,C14,13057,2.09,3021111800054
26421.425148925147,R30_S11,C15,13057,2.09,3021111800054
26424.872164872166,R30_S11,C16,13057,2.09,3021111800054
26745.888583638585,R30_S11,C17,13057,2.09,3021111800054
26311.370222370224,R30_S11,C07,13057,2.09,3021111800054
26354.020285270286,R30_S11,C06,13057,2.09,3021111800054
26232.19706219706,R30_S11,C05,13057,2.09,3021111800054
26351.347226847225,R30_S11,C04,13057,2.09,3021111800054
26633.921828171828,R30_S11,C03,13057,2.09,3021111800054
26376.823805823806,R30_S11,C02,13057,2.09,3021111800054
26605.918803418805,R30_S11,C01,13057,2.09,3021111800054
26514.415473415473,R30_S11,C00,13057,2.09,3021111800054
26415.561059311058,R30_S11,C10,13057,2.09,3021111800055
26562.54995929996,R30_S11,C11,13057,2.09,3021111800055
26389.84176934177,R30_S11,C12,13057,2.09,3021111800055
26206.84188959189,R30_S11,C13,13057,2.09,3021111800055
26499.742433492433,R30_S11,C14,13057,2.09,3021111800055
26421.353091353092,R30_S11,C15,13057,2.09,3021111800055
26424.633135383134,R30_S11,C16,13057,2.09,3021111800055
26746.000934250933,R30_S11,C17,13057,2.09,3021111800055
26312.04712879713,R30_S11,C07,13057,2.09,3021111800055
26353.951474451474,R30_S11,C06,13057,2.09,3021111800055
26232.39873089873,R30_S11,C05,13057,2.09,3021111800055
26351.17635142635,R30_S11,C04,13057,2.09,3021111800055
26634.435878935878,R30_S11,C03,13057,2.09,3021111800055
26377.096005846004,R30_S11,C02,13057,2.09,3021111800055
26606.306286306288,R30_S11,C01,13057,2.09,3021111800055
26515.267556517556,R30_S11,C00,13057,2.09,3021111800055
26415.05499130499,R30_S11,C10,13057,2.09,3021111800056
26562.087495837495,R30_S11,C11,13057,2.09,3021111800056
26389.978613978616,R30_S11,C12,13057,2.09,3021111800056
26206.890072890073,R30_S11,C13,13057,2.09,3021111800056
26499.758806008806,R30_S11,C14,13057,2.09,3021111800056
26421.67133792134,R30_S11,C15,13057,2.09,3021111800056
26424.823334073335,R30_S11,C16,13057,2.09,3021111800056
26746.23977873978,R30_S11,C17,13057,2.09,3021111800056
26311.95623820624,R30_S11,C07,13057,2.09,3021111800056
26353.54919154919,R30_S11,C06,13057,2.09,3021111800056
26232.327274577274,R30_S11,C05,13057,2.09,3021111800056
26351.76281126281,R30_S11,C04,13057,2.09,3021111800056
26634.2895992896,R30_S11,C03,13057,2.09,3021111800056
26377.666555666554,R30_S11,C02,13057,2.09,3021111800056
26605.733183483182,R30_S11,C01,13057,2.09,3021111800056
26515.509934509933,R30_S11,C00,13057,2.09,3021111800056
26415.273874273873,R30_S11,C10,13057,2.09,3021111800057
26562.062567062567,R30_S11,C11,13057,2.09,3021111800057
26390.37342287342,R30_S11,C12,13057,2.09,3021111800057
26207.45017945018,R30_S11,C13,13057,2.09,3021111800057
26499.686276686276,R30_S11,C14,13057,2.09,3021111800057
26421.472083472083,R30_S11,C15,13057,2.09,3021111800057
26425.148888148888,R30_S11,C16,13057,2.09,3021111800057
26745.84422984423,R30_S11,C17,13057,2.09,3021111800057
26311.925176675177,R30_S11,C07,13057,2.09,3021111800057
26353.34424834425,R30_S11,C06,13057,2.09,3021111800057
26232.495004995006,R30_S11,C05,13057,2.09,3021111800057
26351.855006105005,R30_S11,C04,13057,2.09,3021111800057
26634.167203167202,R30_S11,C03,13057,2.09,3021111800057
26377.499065749067,R30_S11,C02,13057,2.09,3021111800057
26606.21931771932,R30_S11,C01,13057,2.09,3021111800057
26515.436165686166,R30_S11,C00,13057,2.09,3021111800057
26415.62567062567,R30_S11,C10,13057,2.09,3021111800058
26562.59717134717,R30_S11,C11,13057,2.09,3021111800058
26390.26184001184,R30_S11,C12,13057,2.09,3021111800058
26207.20991045991,R30_S11,C13,13057,2.09,3021111800058
26499.46956746957,R30_S11,C14,13057,2.09,3021111800058
26421.52071077071,R30_S11,C15,13057,2.09,3021111800058
26424.490472490474,R30_S11,C16,13057,2.09,3021111800058
26745.956922706922,R30_S11,C17,13057,2.09,3021111800058
26312.26468901469,R30_S11,C07,13057,2.09,3021111800058
26352.710937210937,R30_S11,C06,13057,2.09,3021111800058
26231.728197728196,R30_S11,C05,13057,2.09,3021111800058
26351.762117512117,R30_S11,C04,13057,2.09,3021111800058
26634.17254967255,R30_S11,C03,13057,2.09,3021111800058
26377.05895030895,R30_S11,C02,13057,2.09,3021111800058
26606.005892255893,R30_S11,C01,13057,2.09,3021111800058
26514.97964072964,R30_S11,C00,13057,2.09,3021111800058
26415.537083287083,R30_S11,C10,13057,2.09,3021111800059
26562.698505198507,R30_S11,C11,13057,2.09,3021111800059
26389.881211381213,R30_S11,C12,13057,2.09,3021111800059
26207.167064417063,R30_S11,C13,13057,2.09,3021111800059
26499.58102083102,R30_S11,C14,13057,2.09,3021111800059
26421.70660820661,R30_S11,C15,13057,2.09,3021111800059
26425.050495800497,R30_S11,C16,13057,2.09,3021111800059
26746.006613756614,R30_S11,C17,13057,2.09,3021111800059
26312.19065194065,R30_S11,C07,13057,2.09,3021111800059
26352.602684352685,R30_S11,C06,13057,2.09,3021111800059
26231.91428016428,R30_S11,C05,13057,2.09,3021111800059
26351.28664853665,R30_S11,C04,13057,2.09,3021111800059
26634.019203019205,R30_S11,C03,13057,2.09,3021111800059
26377.142274392274,R30_S11,C02,13057,2.09,3021111800059
26605.268675768675,R30_S11,C01,13057,2.09,3021111800059
26514.68832093832,R30_S11,C00,13057,2.09,3021111800059
26415.60372960373,R30_S11,C10,13057,2.09,3021111800060
26562.60109335109,R30_S11,C11,13057,2.09,3021111800060
26390.25075850076,R30_S11,C12,13057,2.09,3021111800060
26207.105154105153,R30_S11,C13,13057,2.09,3021111800060
26499.66451141451,R30_S11,C14,13057,2.09,3021111800060
26421.68798793799,R30_S11,C15,13057,2.09,3021111800060
26424.980445480447,R30_S11,C16,13057,2.09,3021111800060
26745.990481740482,R30_S11,C17,13057,2.09,3021111800060
26311.662744662746,R30_S11,C07,13057,2.09,3021111800060
26352.826534576536,R30_S11,C06,13057,2.09,3021111800060
26231.602203352202,R30_S11,C05,13057,2.09,3021111800060
26351.662383912382,R30_S11,C04,13057,2.09,3021111800060
26633.945905945908,R30_S11,C03,13057,2.09,3021111800060
26377.15994190994,R30_S11,C02,13057,2.09,3021111800060
26605.07105857106,R30_S11,C01,13057,2.09,3021111800060
26514.92835867836,R30_S11,C00,13057,2.09,3021111800060
26415.413854663853,R30_S11,C10,13057,2.09,3021111800061
26562.86444111444,R30_S11,C11,13057,2.09,3021111800061
26389.94324194324,R30_S11,C12,13057,2.09,3021111800061
26206.932743182744,R30_S11,C13,13057,2.09,3021111800061
26499.052641802642,R30_S11,C14,13057,2.09,3021111800061
26421.813566063567,R30_S11,C15,13057,2.09,3021111800061
26424.76541051541,R30_S11,C16,13057,2.09,3021111800061
26745.792938542938,R30_S11,C17,13057,2.09,3021111800061
26311.86533836534,R30_S11,C07,13057,2.09,3021111800061
26353.191567691567,R30_S11,C06,13057,2.09,3021111800061
26231.984903984903,R30_S11,C05,13057,2.09,3021111800061
26351.493885743886,R30_S11,C04,13057,2.09,3021111800061
26634.422965922968,R30_S11,C03,13057,2.09,3021111800061
26377.07754282754,R30_S11,C02,13057,2.09,3021111800061
26606.05338180338,R30_S11,C01,13057,2.09,3021111800061
26515.40366115366,R30_S11,C00,13057,2.09,3021111800061
26415.382182632184,R30_S11,C10,13057,2.09,3021111800062
26563.13050838051,R30_S11,C11,13057,2.09,3021111800062
26390.142736892736,R30_S11,C12,13057,2.09,3021111800062
26207.138047138047,R30_S11,C13,13057,2.09,3021111800062
26499.885253635253,R30_S11,C14,13057,2.09,3021111800062
26421.944000444,R30_S11,C15,13057,2.09,3021111800062
26424.482082732084,R30_S11,C16,13057,2.09,3021111800062
26745.779026529028,R30_S11,C17,13057,2.09,3021111800062
26312.139184889184,R30_S11,C07,13057,2.09,3021111800062
26352.900395900397,R30_S11,C06,13057,2.09,3021111800062
26232.030534280533,R30_S11,C05,13057,2.09,3021111800062
26351.60038110038,R30_S11,C04,13057,2.09,3021111800062
26634.599946349947,R30_S11,C03,13057,2.09,3021111800062
